Name,xpos,ypos,zpos,hNode,tNode,pressure,pressure_mmHg,volume,cellvolume
1,121.028495788574,116.316551208496,59.3678894042969,0,0,5319.79906208402,39.8984929656302,1902.58013426498,55212.3582323743
2,123.352821350098,102.437530517578,85.5968399047852,0,0,5319.22370839109,39.8941778129332,2882.29654764727,0
3,140.785949707031,107.810768127441,94.6310577392578,0,0,5317.72283129859,39.8829212347394,2734.72771911111,0
4,107.085105895996,94.5116271972656,87.09912109375,0,0,5319.71417850404,39.8978563387803,2235.76153075274,0
5,104.847175598145,116.735786437988,60.2805442810059,0,0,5319.91221163747,39.899341587281,3662.19136207668,0
6,88.7159118652344,144.438491821289,59.2344551086426,0,0,5318.15569457518,39.8861677093138,4983.40005975847,0
7,135.483871459961,96.6482315063477,118.475326538086,0,0,5316.47093892259,39.8735320419194,2457.0803029971,0
8,140.64289855957,95.6494140625,119.019714355469,0,0,5316.49100272415,39.8736825204311,3659.55963639134,0
9,109.103492736816,91.0284881591797,102.369148254395,0,0,5314.21309768919,39.8565982326689,1825.21119381667,0
10,92.7467422485352,114.038932800293,77.004768371582,0,0,5324.38253508249,39.9328690131187,2459.2645135303,0
11,100.024154663086,138.507400512695,32.0485191345215,0,0,5314.25205594707,39.856890419603,3019.36471495543,132581.589391225
12,111.933807373047,159.856887817383,79.4257507324219,0,0,5321.07577503975,39.9080683127981,3338.31883210871,0
13,91.764289855957,108.796516418457,61.186206817627,0,0,5320.65141787217,39.9048856340413,1945.02656675622,0
14,115.815650939941,95.6651916503906,111.698867797852,0,0,5312.92956623204,39.8469717467403,3499.51632141424,0
15,110.585296630859,89.3494873046875,136.414428710938,0,0,5317.02495078476,39.8776871308857,2733.02705229836,242844.300955838
16,95.6608505249023,130.460205078125,107.918464660645,0,0,5328.77956427881,39.965846732091,4514.91600680202,0
17,125.261917114258,146.763153076172,51.5670166015625,0,0,5308.10112925783,39.8107584694338,7785.30515769008,234723.384142364
18,104.556617736816,160.8671875,88.7783660888672,0,0,5323.65446426737,39.9274084820053,1077.94214622819,11212.953554016
19,124.865859985352,143.819885253906,104.721572875977,0,0,5312.87882066174,39.8465911549631,2563.28204708539,0
20,70.3565979003906,123.358108520508,86.339973449707,0,0,5332.27079157802,39.9920309368351,4522.02029228817,0
21,123.353691101074,116.335342407227,128.781295776367,0,0,5311.40636421286,39.8355477315964,4943.04941453491,0
22,72.6926422119141,101.99633026123,117.744262695312,0,0,5321.83197695381,39.9137398271535,2923.91470530642,0
23,76.0723190307617,133.357147216797,131.587799072266,0,0,5327.63412864223,39.9572559648167,3939.97852735017,0
24,93.4258575439453,156.89436340332,94.1487426757812,0,0,5327.94645004303,39.9595983753227,3324.79706603756,71776.0427960172
25,130.367858886719,150.13249206543,120.50415802002,0,0,5309.59497935128,39.8219623451346,2982.90189850488,0
26,135.098175048828,127.450012207031,119.027359008789,0,0,5310.01879864667,39.82514098985,5809.63808032675,0
27,61.7234725952148,122.206817626953,90.9040451049805,0,0,5332.39211586147,39.992940868961,8437.85246609266,0
28,41.9309997558594,126.128036499023,130.600234985352,0,0,5330.91149757548,39.9818362318161,3492.33245784815,201490.3365522
29,111.983222961426,135.828048706055,137.250076293945,0,0,5317.62163133735,39.8821622350301,3367.71984872595,0
30,62.5350227355957,143.107788085938,130.724960327148,0,0,5329.65433623873,39.9724075217904,2199.66069366897,23607.6958890207
31,67.2317199707031,145.119537353516,116.247650146484,0,0,5330.92239991717,39.9819179993788,7740.52549258777,0
32,144.365936279297,132.941818237305,115.52530670166,0,0,5309.65930647951,39.8224447985963,5749.40772358073,0
33,126.744575500488,169.370666503906,124.037734985352,0,0,5308.88338263054,39.816625369729,2960.39199221583,65573.6457396018
34,58.8581123352051,110.561393737793,89.5312957763672,1,0,5332.9,39.99675,4672.4153798772,0
35,50.9994163513184,137.355163574219,101.825286865234,0,0,5331.76128851009,39.9882096638257,10388.1321989105,0
36,150.295562744141,146.093673706055,84.9087829589844,0,0,5307.45593334226,39.8059195000669,10494.7058100648,0
37,139.016525268555,167.301742553711,99.0101852416992,0,0,5307.96316921491,39.8097237691118,4116.46110646558,101768.787974626
38,166.630294799805,132.294738769531,98.0253448486328,0,0,5305.06432846265,39.7879824634699,5091.0888067417,0
39,168.233993530273,125.89860534668,112.788665771484,0,1,5298.07511084659,39.7355633313494,1952.6194999792,0
